광역,지역명,광역_지역명,구분,사업명,연도,온실가스 감축량(톤),예산(백만원),,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,공동주택 음식물쓰레기 전자태그 종량기 설치,2029,2108,46,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,공동주택 음식물쓰레기 전자태그 종량기 설치,2030,2241,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,공동주택 음식물쓰레기 전자태그 종량기 설치,2034,2666,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,녹색물품 구매촉진,2025,0,2502,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,녹색물품 구매촉진,2026,0,2658,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,녹색물품 구매촉진,2027,0,2892,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,녹색물품 구매촉진,2028,0,3049,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,녹색물품 구매촉진,2029,0,3127,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,녹색물품 구매촉진,2030,0,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,녹색물품 구매촉진,2034,0,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,단독주택가 「페트병·비닐류 분리배출 요일제」 시행,2025,0,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,단독주택가 「페트병·비닐류 분리배출 요일제」 시행,2026,0,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,단독주택가 「페트병·비닐류 분리배출 요일제」 시행,2027,0,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,단독주택가 「페트병·비닐류 분리배출 요일제」 시행,2028,0,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,단독주택가 「페트병·비닐류 분리배출 요일제」 시행,2029,0,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,단독주택가 「페트병·비닐류 분리배출 요일제」 시행,2030,0,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,단독주택가 「페트병·비닐류 분리배출 요일제」 시행,2034,0,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,소각장 여열 회수 및 활용,2025,21000,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,소각장 여열 회수 및 활용,2026,21000,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,소각장 여열 회수 및 활용,2027,21000,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,소각장 여열 회수 및 활용,2028,21000,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,소각장 여열 회수 및 활용,2029,21000,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,소각장 여열 회수 및 활용,2030,21000,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,소각장 여열 회수 및 활용,2034,21000,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,우리동네 재활용플랫폼 운영,2025,0,120,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,우리동네 재활용플랫폼 운영,2026,0,120,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,우리동네 재활용플랫폼 운영,2027,0,120,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,우리동네 재활용플랫폼 운영,2028,0,120,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,우리동네 재활용플랫폼 운영,2029,0,120,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,우리동네 재활용플랫폼 운영,2030,0,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,우리동네 재활용플랫폼 운영,2034,0,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,자원활용경진대회,2025,0,120,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,자원활용경진대회,2026,0,120,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,자원활용경진대회,2027,0,120,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,자원활용경진대회,2028,0,120,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,자원활용경진대회,2029,0,120,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,자원활용경진대회,2030,0,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,자원활용경진대회,2034,0,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,재활용품 무인회수기 설치,2025,0,175,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,재활용품 무인회수기 설치,2026,0,175,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,재활용품 무인회수기 설치,2027,0,175,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,재활용품 무인회수기 설치,2028,0,175,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,재활용품 무인회수기 설치,2029,0,175,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,재활용품 무인회수기 설치,2030,0,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,재활용품 무인회수기 설치,2034,0,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,전자적 방식의 회계업무 지원 확대,2025,0,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,전자적 방식의 회계업무 지원 확대,2026,0,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,전자적 방식의 회계업무 지원 확대,2027,0,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,전자적 방식의 회계업무 지원 확대,2028,0,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,전자적 방식의 회계업무 지원 확대,2029,0,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,전자적 방식의 회계업무 지원 확대,2030,0,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,전자적 방식의 회계업무 지원 확대,2034,0,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,종이팩 전용수거함 설치,2025,0,175,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,종이팩 전용수거함 설치,2026,0,175,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,종이팩 전용수거함 설치,2027,0,175,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,종이팩 전용수거함 설치,2028,0,175,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,종이팩 전용수거함 설치,2029,0,175,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,종이팩 전용수거함 설치,2030,0,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,종이팩 전용수거함 설치,2034,0,0,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,중소형 폐가전제품 수거함 설치,2025,0,175,,,,,,,,,,,,,,,,,,
대전,대덕구,대전 대덕구,폐기물,중소형 폐가전제품 수거함 설치,2026,0,175,,,,,,,,,,,,,,,,,,
